0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,1,1,1,8,8,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,7,7,1,1,1,1,0,1,0
0,0,0,1,1,1,8,8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,7,7,7,1,1,1,1,0,1,0
0,0,0,1,1,1,1,1,0,1,1,1,2,1,0,9,1,1,1,1,0,1,1,1,0,7,7,7,7,1,1,1,0,1,0
0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,1,7,7,7,7,0,0,0,2,0
0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,7,1,1,2,1,1,1,0
0,0,0,1,1,1,1,1,0,1,1,3,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,1,1,1,0,1,3,3,3,1,1,1,2,1,1,1,1,1,0,1,1,1,1,7,1,1,0,1,1,1,0
0,0,0,0,0,2,0,0,0,1,1,3,1,1,0,0,0,1,1,1,1,1,0,8,8,1,7,7,7,7,0,2,0,1,0
0,1,1,1,0,1,0,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,0,8,8,1,1,1,1,7,0,1,0,1,0
0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,7,1,1,1,2,1,0,1,0,1,0
0,1,1,1,1,1,0,1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0,7,7,1,7,1,0,0,0,1,0,1,0
0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,7,7,7,1,1,1,0,9,0,1,0
0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,5,5,1,1,1,1,1,0,0,0,1,0
0,1,0,1,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,1,1,0,5,1,5,1,1,1,1,2,1,1,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,5,1,1,1,0,0,0,0,0,1,0
0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,4,1,1,2,1,1,1,0,5,5,5,1,1,0,1,1,1,0,1,0
0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
0,1,1,1,0,1,1,8,8,1,1,1,2,1,0,1,2,1,1,1,0,1,1,1,0,9,0,1,1,1,1,1,0,1,0
0,1,0,0,0,1,1,8,8,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,7,0,1,1,1,1,1,0,1,0
0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,7,0,1,1,1,1,1,0,1,0
0,0,0,2,0,1,1,1,1,1,5,5,0,1,0,1,0,1,1,1,0,2,0,0,0,2,0,0,0,1,1,1,0,1,0
0,1,1,1,0,1,1,1,5,5,5,5,0,1,1,1,0,1,1,1,0,1,1,7,7,7,1,1,0,1,1,1,0,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,7,7,5,7,1,0,1,3,3,0,1,0
0,1,1,1,2,1,1,1,0,5,5,5,1,1,1,1,0,1,1,1,2,1,1,7,5,5,7,3,2,3,3,3,0,1,0
0,2,0,0,0,0,0,1,0,1,5,1,1,1,1,1,0,0,0,0,0,1,1,3,7,7,5,7,0,2,0,0,0,1,0
0,3,3,3,3,3,0,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,3,3,7,7,0,3,1,1,0,1,0
0,3,3,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,0,1,0,1,0,1,0
0,1,3,3,1,1,0,1,0,1,1,7,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0
