0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,7,2,7,7,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,7,1,1,7,0,1,1,0
0,1,1,1,1,1,1,7,7,0,7,7,7,1,1,1,1,0,1,1,1,1,1,0,1,0,7,1,7,7,1,0,1,1,0
0,1,1,1,1,7,7,7,1,0,1,7,7,7,7,1,1,2,1,1,1,1,1,0,1,0,1,7,9,7,1,0,7,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,7,1,7,1,1,0,7,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,7,1,1,7,7,2,7,7,0
0,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,7,1,0
0,1,1,2,1,1,1,1,1,1,1,0,1,0,9,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,0
0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0
0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,2,0,0,2,0,0,0,0,2,0,1,1,0
0,1,1,2,1,0,1,1,1,0,1,1,1,2,1,1,5,1,5,5,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
0,1,1,0,1,0,0,2,0,0,2,0,1,0,1,5,5,5,1,1,7,0,1,1,0,1,1,1,1,0,0,0,1,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,5,5,5,5,1,7,0,1,1,0,1,1,1,1,1,1,2,1,1,0
0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,5,1,5,5,7,7,0,1,1,0,1,1,1,1,1,1,0,1,1,0
0,9,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,7,7,7,0,1,1,0,0,0,1,1,1,1,0,1,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,1,1,0,1,1,0
0,1,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,9,0,1,1,1,1,1,0,1,1,0
0,1,1,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,2,0,1,1,1,0,1,1,0
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0
0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0
0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
0,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0
0,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
0,1,1,0,1,1,1,0,1,1,1,2,1,1,1,1,1,0,1,0,9,0,1,0,1,1,1,0,1,1,1,0,1,1,0
0,1,1,0,1,1,1,0,1,3,3,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,1,1,0
0,1,12,0,1,1,1,0,1,3,3,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,1,0,2,0,2,0,2,0,1,0,1,1,1,1,1,0,1,1,0
0,1,1,1,1,0,1,1,3,3,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
0,3,3,1,1,0,1,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
0,3,3,3,3,2,3,3,3,1,1,0,21,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,9,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
0,1,1,1,1,0,2,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0
0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0	,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
